rating,reviews,rating_value,clean_reviews
Rating 5 out of 5,"I really loved this book. I listened on Audible, where Prince Harry is the narrator. It felt more like listening to a story than ""reading an audiobook"". I have never been an official fan of all-things-royal - but I do have recollections and memories regarding them. I wasn't going to read the book because there had been so much negative press about Harry and Meg in the papers and I didn't want to feed into the drama. I finally said yes to this purchase because I am a HUGE fan of authors reading their own work on Audible. To me, this book was nothing of the sort when it came to feeding drama. I thoroughly enjoyed the shorter chapters, the progression through time, the honesty of sharing both the good and the bad. Harry shares some intimate thoughts and moments with his readers that we would never know otherwise. He has a great sense of humor that is revealed in both the words he writes and the way he reads them.But most of all, reading Harry's book reminded me that our lives are always about perspective. What we see, hear, read and believe is always filtered through our own personal perspective. Harry is very careful not to tell this story from anyone else's perspective but his own. It is how HE perceived life around him. He was born into a life filled with expectations he did not ask for. He signed no contract and tried to make the best of it as long as he could. When he tried to change the world he lived in, it clearly wasn't possible to do so - so he changed the only thing he had power over, and that is himself. He is a smart, brave man who communicates the challenge, frustration, loneliness and danger of royal life, and depicts the ways he continuously chose to put himself and his family first. What an incredibly hard journey, and I wish his family well. Show more",5,I really loved this book I listened on Audible where Prince Harry is the narrator It felt more like listening to a story than reading an audiobook I have never been an official fan of allthingsroyal  but I do have recollections and memories regarding them I wasnt going to read the book because there had been so much negative press about Harry and Meg in the papers and I didnt want to feed into the drama I finally said yes to this purchase because I am a HUGE fan of authors reading their own work on Audible To me this book was nothing of the sort when it came to feeding drama I thoroughly enjoyed the shorter chapters the progression through time the honesty of sharing both the good and the bad Harry shares some intimate thoughts and moments with his readers that we would never know otherwise He has a great sense of humor that is revealed in both the words he writes and the way he reads themBut most of all reading Harrys book reminded me that our lives are always about perspective What we see hear read and believe is always filtered through our own personal perspective Harry is very careful not to tell this story from anyone elses perspective but his own It is how HE perceived life around him He was born into a life filled with expectations he did not ask for He signed no contract and tried to make the best of it as long as he could When he tried to change the world he lived in it clearly wasnt possible to do so  so he changed the only thing he had power over and that is himself He is a smart brave man who communicates the challenge frustration loneliness and danger of royal life and depicts the ways he continuously chose to put himself and his family first What an incredibly hard journey and I wish his family well Show more
Rating 3 out of 5,"Spare has the benefit of a very talented ghost writer, which did wonders for weaving together the story. It started off strong - the initial reflections of Diana’s death, Harry’s childhood, and his grief were powerful and poignant. It set the tone for a heartfelt story about grief and loss; and the kinds of pain that never leave you. However my interest in the book started to wane throughout, piqued a little when Harry and Meghan meet. Mostly because I really like Meghan. The book drags on a lot - plenty of tedium, and uncomfortably personal stories about Royal Appendages, interspersed with some eye opening & shocking stories. This book was the exact kind of book the term “tell-all” was created. Putting aside the (large) parts of the story that made me think “maybe we don’t need to know that much about each other”, there was obviously a lot of pain here, and a lot of anger - and I think I was expecting a bit more self reflection or growth, but I think any chance of that kind of healing and accountability was lost in the pain and the mess. To be clear, I love mess too, but when you’re such a high profile figure and you have the privilege of perhaps one of the largest platforms to ever have existed, I had hoped for ✨more✨. Especially when Harry and Meghan have been pretty vocal about racism in the media and the press, while saying very little about the racist colonial legacy of the monarchy… I thought this would be addressed in more than two or three throwaway lines. In fact, after all of the comments about the ways the press dehumanized and inflicted pain upon Harry, his family, and the people in their orbit - for Harry to turn around and employ those same dehumanizing techniques on Afghan people without any reflection was pretty dissonant. In fact all of his chapters set during his time as a soldier were very hard to get through. I have a lot of sympathy for Meghan. I also have sympathy for Harry - the Royal institution is cold, stuffy, hostile & outdated. I have empathy for children in that environment. My God, if the various arguments about the waste of resources, and the legacy of colonialism, racism & violence weren’t enough - a depiction of a young grieving child, who was unable to hug his grandmother out of propriety & custom - would be enough to turn your sentiments against the monarchy as an institution.The book isn’t groundbreaking. It’s not horrible either, but is at times insufferable - because even though Harry’s experiences with mental illness, grief, loss, and being hounded and belittled by the press are AWFUL, it was hard to be sympathetic when he shared stories with little to know accountability or reflection of decisions he made on his own. The book wasn’t great. To be frank, it was just… fine. Show more",3,Spare has the benefit of a very talented ghost writer which did wonders for weaving together the story It started off strong  the initial reflections of Dianas death Harrys childhood and his grief were powerful and poignant It set the tone for a heartfelt story about grief and loss and the kinds of pain that never leave you However my interest in the book started to wane throughout piqued a little when Harry and Meghan meet Mostly because I really like Meghan The book drags on a lot  plenty of tedium and uncomfortably personal stories about Royal Appendages interspersed with some eye opening  shocking stories This book was the exact kind of book the term tellall was created Putting aside the large parts of the story that made me think maybe we dont need to know that much about each other there was obviously a lot of pain here and a lot of anger  and I think I was expecting a bit more self reflection or growth but I think any chance of that kind of healing and accountability was lost in the pain and the mess To be clear I love mess too but when youre such a high profile figure and you have the privilege of perhaps one of the largest platforms to ever have existed I had hoped for more Especially when Harry and Meghan have been pretty vocal about racism in the media and the press while saying very little about the racist colonial legacy of the monarchy I thought this would be addressed in more than two or three throwaway lines In fact after all of the comments about the ways the press dehumanized and inflicted pain upon Harry his family and the people in their orbit  for Harry to turn around and employ those same dehumanizing techniques on Afghan people without any reflection was pretty dissonant In fact all of his chapters set during his time as a soldier were very hard to get through I have a lot of sympathy for Meghan I also have sympathy for Harry  the Royal institution is cold stuffy hostile  outdated I have empathy for children in that environment My God if the various arguments about the waste of resources and the legacy of colonialism racism  violence werent enough  a depiction of a young grieving child who was unable to hug his grandmother out of propriety  custom  would be enough to turn your sentiments against the monarchy as an institutionThe book isnt groundbreaking Its not horrible either but is at times insufferable  because even though Harrys experiences with mental illness grief loss and being hounded and belittled by the press are AWFUL it was hard to be sympathetic when he shared stories with little to know accountability or reflection of decisions he made on his own The book wasnt great To be frank it was just fine Show more
Rating 3 out of 5,"Big yikes. I really don't even want to rate it. I also don't want to mock it just because. Before I get into a few details, Reasons to listen to this: the prince is a really, really good narrator; it is simple and smooth sailing chapter-wise; many things that he shares are of course interesting, it is a perspective that is completely unique in the world and I won't argue that there isn't value in that; events that everybody would have heard of have not been left out, it's all there. Reasons not to: there are some parts where the eyerolls will physically hurt; there are many, many parts where he shares things that throw massive shade on people who honestly cannot tell their side of the story. The hypocrisy is unbelievable in this sense - the main message is that the media destroyed his life through depriving him of privacy. But this book is also a huge invasion of privacy for his family. So it's a mixed bag and I feel a bit dirty after having played along. My favourite parts were about his boyhood, Botswana, Australia and the army. And actually his past attempts at relationships as well. The romance section at the end with his now wife was too much for me, but I also hate romance anyway. I think that he probably does believe that everything he says is true. Is it the objective truth? Doubtful. Even in the book itself there were various scenes where he accuses his brother of being distant or whatever, and then glosses over parts where he obviously acted the same way. Harry generally comes across in a surprisingly positive way (even for an autobiography). But maybe less so when he described having to sleep (shudder) in a smaller bedroom in a distant corner of some castle. Or when he said something super deep and William ""said nothing."" Or whenever royal poverty was mentioned. Or the very obvious question of, you know, the monarchy. I am a closet royalist, but even for me, there was some cringe. In conclusion, there is not enough therapy in the world to help all these people, god save the royals 🤷‍♀️Show more",3,Big yikes I really dont even want to rate it I also dont want to mock it just because Before I get into a few details Reasons to listen to this the prince is a really really good narrator it is simple and smooth sailing chapterwise many things that he shares are of course interesting it is a perspective that is completely unique in the world and I wont argue that there isnt value in that events that everybody would have heard of have not been left out its all there Reasons not to there are some parts where the eyerolls will physically hurt there are many many parts where he shares things that throw massive shade on people who honestly cannot tell their side of the story The hypocrisy is unbelievable in this sense  the main message is that the media destroyed his life through depriving him of privacy But this book is also a huge invasion of privacy for his family So its a mixed bag and I feel a bit dirty after having played along My favourite parts were about his boyhood Botswana Australia and the army And actually his past attempts at relationships as well The romance section at the end with his now wife was too much for me but I also hate romance anyway I think that he probably does believe that everything he says is true Is it the objective truth Doubtful Even in the book itself there were various scenes where he accuses his brother of being distant or whatever and then glosses over parts where he obviously acted the same way Harry generally comes across in a surprisingly positive way even for an autobiography But maybe less so when he described having to sleep shudder in a smaller bedroom in a distant corner of some castle Or when he said something super deep and William said nothing Or whenever royal poverty was mentioned Or the very obvious question of you know the monarchy I am a closet royalist but even for me there was some cringe In conclusion there is not enough therapy in the world to help all these people god save the royals Show more
Rating 5 out of 5,"This book is fascinating and I could hardly put it down. I’ve read many of the biographies of the Queen and other royals but this is a chance to read a royal’s own words. Yes it is one sided. But it is his story to tell. The book is broken into three sections: 1) his mothers death, education and going into the military, 2) military career and post military years, 3) Meghan, meeting, dating and their life together. He talks about specific stories that I’ve always believed as fact because no one disputed them and how inaccurate they are. He also admits to a lot of drinking and drug use that I was less aware of as an adult. I was shocked at small things like he only once has been in his grandmothers bedroom (they were picking out a tiara for the wedding). The petty jealousy of Charles and the image rehabilitation for Camilla has been documented and addressed in other biographies. I didn’t realize it was at the expense of leaking stories about William and Harry to put the glare on them. I’ve never been a fan of King Charles or Camilla. And I’m surprised at how loving Harry can write about his father knowing at the same time there is ultimately betrayal by falling back on the excuse that this is the way it is done. Of course his constant source of irritation is the press and paparazzi. Honestly it makes you wonder if there shouldn’t be tightening of libel laws for private and public figures. As this book has come out I’ve made the conscious choice not to fall for the click bait or stories that only have a “close source” as the base. I can accept there can be inaccuracies and different views of the same event. My brother and I can’t agree on events surrounding the day our grandparents died in a car accident. We have differing memories. I am fully team Meghan and am appalled at what the press and royals put her through. I wish Harry and his family a happy and long life. I wish the same for William and Catherine. And I hope for some karma to smack Charles and Camilla up side the head. Thanks to my daughter for planning ahead and putting this on hold at the library so I could read it on it's release.Show more",5,This book is fascinating and I could hardly put it down Ive read many of the biographies of the Queen and other royals but this is a chance to read a royals own words Yes it is one sided But it is his story to tell The book is broken into three sections 1 his mothers death education and going into the military 2 military career and post military years 3 Meghan meeting dating and their life together He talks about specific stories that Ive always believed as fact because no one disputed them and how inaccurate they are He also admits to a lot of drinking and drug use that I was less aware of as an adult I was shocked at small things like he only once has been in his grandmothers bedroom they were picking out a tiara for the wedding The petty jealousy of Charles and the image rehabilitation for Camilla has been documented and addressed in other biographies I didnt realize it was at the expense of leaking stories about William and Harry to put the glare on them Ive never been a fan of King Charles or Camilla And Im surprised at how loving Harry can write about his father knowing at the same time there is ultimately betrayal by falling back on the excuse that this is the way it is done Of course his constant source of irritation is the press and paparazzi Honestly it makes you wonder if there shouldnt be tightening of libel laws for private and public figures As this book has come out Ive made the conscious choice not to fall for the click bait or stories that only have a close source as the base I can accept there can be inaccuracies and different views of the same event My brother and I cant agree on events surrounding the day our grandparents died in a car accident We have differing memories I am fully team Meghan and am appalled at what the press and royals put her through I wish Harry and his family a happy and long life I wish the same for William and Catherine And I hope for some karma to smack Charles and Camilla up side the head Thanks to my daughter for planning ahead and putting this on hold at the library so I could read it on its releaseShow more
Rating 3 out of 5,"I would give this book a solid 3.5 stars.My heart broke for him while reading about his childhood. He really didn't get along with or seem to like his father or brother. He has a more free spirited type of personality, while his dad and brother are quiet and reserved. So parts of this book had me scratching my head. He was drinking and doing drugs in school, so why say the press lied? He picked out the Nazi costume thinking it was funny, why was he surprised at the backlash? He chose to party in Vegas, have a party in his room and play strip pool. He never really thinks about what he is doing and the consequences. Dating was the same. I wonder if some of the break ups were because he was wild? He spends so much time drinking and doing drugs!That really could have been some of the issues with forming real relationships.He talks about Meghan and his miscarriage. So sad!! It is a heartbreaking time. I can't help but question the truthfulness in taking the ""package home."" Unless you miscarry at 6 months or more, you are not given to option to bring home the tissue or fetus. You can arrange a burial if you want. That part of the book just did not ring true.My heart really does break for him. Losing his mom and being on the public eye really took a toll. I really wonder about his version of the truth and reality. They often didn't align in the book.Show more",3,I would give this book a solid 35 starsMy heart broke for him while reading about his childhood He really didnt get along with or seem to like his father or brother He has a more free spirited type of personality while his dad and brother are quiet and reserved So parts of this book had me scratching my head He was drinking and doing drugs in school so why say the press lied He picked out the Nazi costume thinking it was funny why was he surprised at the backlash He chose to party in Vegas have a party in his room and play strip pool He never really thinks about what he is doing and the consequences Dating was the same I wonder if some of the break ups were because he was wild He spends so much time drinking and doing drugsThat really could have been some of the issues with forming real relationshipsHe talks about Meghan and his miscarriage So sad It is a heartbreaking time I cant help but question the truthfulness in taking the package home Unless you miscarry at 6 months or more you are not given to option to bring home the tissue or fetus You can arrange a burial if you want That part of the book just did not ring trueMy heart really does break for him Losing his mom and being on the public eye really took a toll I really wonder about his version of the truth and reality They often didnt align in the bookShow more
Rating 5 out of 5,"For me, this wasn’t a 5 star read. But I’m rating it 5 stars because of all of the assholes who rated it 1 star before release.A book that needs zero introduction, so let’s dive right in!I found parts 1&2 to be much more interesting than part 3 (which was basically the Netflix doc). Part 1 started with the death of Diana and how that shaped his childhood and teen years. Part 2 focused on finding purpose in the military, which he is obviously very proud of. I read the physical book and I wasn’t crazy about (I know he used a super famous ghost writer) how the sentences/paragraphs were structured. I think this would have translated much better on audio, where it would feel more conversational, and where the breaks in paragraphs wouldn’t annoy me. Overall I liked this, but didn’t love.I didn’t pay much attention to the the sensational headlines of the leaked material because I figured they were taken out of context. And I was correct. If you’re someone who honestly believed he was bragging about his military kills, then you just help prove his point when it comes to the media. Look, this is a memoir. This is his side, how he perceives what happened throughout his life, this is all his memory. You don’t have to like him, you don’t have to read the book, but he has every right to publish his story. Imagine this: your whole life, you have never been able to speak for yourself or defend yourself. You belong to the people. Add to that, severe trauma from the death of your mother. And this isn’t like choosing to be famous, you literally had zero choice from the day you were born. There has to be something incredibly liberating and cathartic from writing a book like this, so to that I say, do your damn thing. Show more",5,For me this wasnt a 5 star read But Im rating it 5 stars because of all of the assholes who rated it 1 star before releaseA book that needs zero introduction so lets dive right inI found parts 12 to be much more interesting than part 3 which was basically the Netflix doc Part 1 started with the death of Diana and how that shaped his childhood and teen years Part 2 focused on finding purpose in the military which he is obviously very proud of I read the physical book and I wasnt crazy about I know he used a super famous ghost writer how the sentencesparagraphs were structured I think this would have translated much better on audio where it would feel more conversational and where the breaks in paragraphs wouldnt annoy me Overall I liked this but didnt loveI didnt pay much attention to the the sensational headlines of the leaked material because I figured they were taken out of context And I was correct If youre someone who honestly believed he was bragging about his military kills then you just help prove his point when it comes to the media Look this is a memoir This is his side how he perceives what happened throughout his life this is all his memory You dont have to like him you dont have to read the book but he has every right to publish his story Imagine this your whole life you have never been able to speak for yourself or defend yourself You belong to the people Add to that severe trauma from the death of your mother And this isnt like choosing to be famous you literally had zero choice from the day you were born There has to be something incredibly liberating and cathartic from writing a book like this so to that I say do your damn thing Show more
Rating 4 out of 5,"When it comes to controversial memoirs that spark lots of internet listicles called ""Top Ten Most Salacious Things We Learned from Prince Harry's Autobiography,"" I have to admit - I'm not looking for beautifully crafted paragraphs that sweep me away in literary ecstasy. Mostly, I want the tea.The question I have for myself when I finish books like these, is, ""Am I glad I read it?"" And in this case, I am. Yes, it's completely, 100% from Harry's perspective, but it never pretends to be anything else. Do King Charles and Prince William likely have different versions of these same events? Undoubtedly. (And do they come off as awful people you wouldn't want to befriend? Also yes.)The other question I had while listening, was ""how much sympathy can I really have for a literal prince?"" And the answer was, enough. Yes, he's led an incredibly privileged life. And yet, the phrase ""gilded cage"" seems very apt (he uses it frequently in his book). He was literally born into a role he neither wanted nor seemed well-suited for. While he always had a place to stay and food on the table (and more than that - palaces to vacation in, famous friends who open their secured estates to you in a pinch, servants, etc.), he also had very limited options as to what he wanted to do with his life. If his book is to be believed (and I generally believe it), he was either accepting of that role or it never actually occurred to him that he could quit until he met the woman he loved, and watched the press try to destroy her (with more than a little help from ""Willy"" and ""Pa"").Are there victims of worse crimes in the world? Sure. And yet, that doesn't minimize the pain that others experience, nor should it diminish our empathy. When your family essentially gives you no other choice but to cut ties with them completely, that's painful - no matter the size of your bank account. And -- the book isn't all pain, sorrow, and complaining. Prince Harry doesn't whine, but does his level best to present facts and include the good with the bad: his pride at being a soldier, the love he had for his mother, his romance with his Duchess, even his first dog.And yes, the frostbitten todger. Honestly, I think he just enjoyed telling a salacious story that the press never got to tell for him. It was a scoop more than anything else. All the same, I hope the todger has fully healed -- and Harry, too.Show more",4,When it comes to controversial memoirs that spark lots of internet listicles called Top Ten Most Salacious Things We Learned from Prince Harrys Autobiography I have to admit  Im not looking for beautifully crafted paragraphs that sweep me away in literary ecstasy Mostly I want the teaThe question I have for myself when I finish books like these is Am I glad I read it And in this case I am Yes its completely 100 from Harrys perspective but it never pretends to be anything else Do King Charles and Prince William likely have different versions of these same events Undoubtedly And do they come off as awful people you wouldnt want to befriend Also yesThe other question I had while listening was how much sympathy can I really have for a literal prince And the answer was enough Yes hes led an incredibly privileged life And yet the phrase gilded cage seems very apt he uses it frequently in his book He was literally born into a role he neither wanted nor seemed wellsuited for While he always had a place to stay and food on the table and more than that  palaces to vacation in famous friends who open their secured estates to you in a pinch servants etc he also had very limited options as to what he wanted to do with his life If his book is to be believed and I generally believe it he was either accepting of that role or it never actually occurred to him that he could quit until he met the woman he loved and watched the press try to destroy her with more than a little help from Willy and PaAre there victims of worse crimes in the world Sure And yet that doesnt minimize the pain that others experience nor should it diminish our empathy When your family essentially gives you no other choice but to cut ties with them completely thats painful  no matter the size of your bank account And  the book isnt all pain sorrow and complaining Prince Harry doesnt whine but does his level best to present facts and include the good with the bad his pride at being a soldier the love he had for his mother his romance with his Duchess even his first dogAnd yes the frostbitten todger Honestly I think he just enjoyed telling a salacious story that the press never got to tell for him It was a scoop more than anything else All the same I hope the todger has fully healed  and Harry tooShow more
Rating 4 out of 5,"I live in a small town and hold a public facing position. It's hard to not go to the post-office or grocery without being seen or addressed. I wouldn't want to imagine the whole world deciding things for me or sharing opinions far and wide over a position I had no say in bestowing. I wouldn't call myself a royal watcher but I am very aware of the harm of fake news. It seems like this memoir was a way for Harry to speak his peace in case his life, too, is cut short. I applaud him and hope that moving forward he can make his wildest dreams into a reality and decades from now I can read a follow up memoir full of healing and reflection.Show more",4,I live in a small town and hold a public facing position Its hard to not go to the postoffice or grocery without being seen or addressed I wouldnt want to imagine the whole world deciding things for me or sharing opinions far and wide over a position I had no say in bestowing I wouldnt call myself a royal watcher but I am very aware of the harm of fake news It seems like this memoir was a way for Harry to speak his peace in case his life too is cut short I applaud him and hope that moving forward he can make his wildest dreams into a reality and decades from now I can read a follow up memoir full of healing and reflectionShow more
Rating 5 out of 5,"You shouldn't be able to rate or make an opinion on this book without reading it! (I have read it all today) The media have taken soundbites from this book and spun them out of context which is making everyone angry and twisting his narrative. He isn't hating on the Royal Family, he is hating the media and what it has done to his life so no wonder the media are spinning it. He is angry that he could not control his narrative when it came to the press so now this is his opportunity to speak the truth of his life. This book is largely about Harry condemning the tabloid press for the disgusting way they have treated him and the Royal Family. He is angry about the way the Royal Family just have to be complicit in their relationship with the media, he wanted to fight back and protect his family. Harry, The Spare, is always destined to live in the shadow of his brother and ultimately the sacrificial lamb for the media - ""who cares he won't be King lets rip him to bits"". The death of his mother at age 12, and having to deal with that in the public eye arguably as one of the most famous men on the planet, has clearly damaged him and he has carried those emotional and psychological wounds for years. I think he is still deeply traumatized and tried to reach out to his family for help but for whatever reason was rejected. It sounds like William and Charles have been and are dealing with their own shit with the media so perhaps they see it as Harry dealing with it as well is just part of it. Focused on their own traumas. Harry alludes to the fact William has plenty of grievances with royal protocol and the media but he has to be complicit and was sometimes jealous of Harry when he was allowed to do something that he wasn't (Beardgate) There are lots of funny and heartwarming anecdotes, he was just a human trying to find his way in life all under the watchful eyes of the media and the world - it must have been insane. I back him writing this. He perhaps should haven't put the Taliban bounty on his head but I guess he wanted to acknowledge that was part of who he is and what he has done. I hope he and Meghan find peace and that he can reconcile with his family in the future.Show more",5,You shouldnt be able to rate or make an opinion on this book without reading it I have read it all today The media have taken soundbites from this book and spun them out of context which is making everyone angry and twisting his narrative He isnt hating on the Royal Family he is hating the media and what it has done to his life so no wonder the media are spinning it He is angry that he could not control his narrative when it came to the press so now this is his opportunity to speak the truth of his life This book is largely about Harry condemning the tabloid press for the disgusting way they have treated him and the Royal Family He is angry about the way the Royal Family just have to be complicit in their relationship with the media he wanted to fight back and protect his family Harry The Spare is always destined to live in the shadow of his brother and ultimately the sacrificial lamb for the media  who cares he wont be King lets rip him to bits The death of his mother at age 12 and having to deal with that in the public eye arguably as one of the most famous men on the planet has clearly damaged him and he has carried those emotional and psychological wounds for years I think he is still deeply traumatized and tried to reach out to his family for help but for whatever reason was rejected It sounds like William and Charles have been and are dealing with their own shit with the media so perhaps they see it as Harry dealing with it as well is just part of it Focused on their own traumas Harry alludes to the fact William has plenty of grievances with royal protocol and the media but he has to be complicit and was sometimes jealous of Harry when he was allowed to do something that he wasnt Beardgate There are lots of funny and heartwarming anecdotes he was just a human trying to find his way in life all under the watchful eyes of the media and the world  it must have been insane I back him writing this He perhaps should havent put the Taliban bounty on his head but I guess he wanted to acknowledge that was part of who he is and what he has done I hope he and Meghan find peace and that he can reconcile with his family in the futureShow more
Rating 4 out of 5,"For LUCY—-A very fun LISTEN (listening, I think is crucial) that I couldn’t “put down”No updated thoughts on the monarchy, but who wants another person’s opinion on that anyway??? Definitely very petty and I wouldn’t have advised anyone to put some of that in writing but can’t say I didn’t enjoy it. To my friends and family, please leave me OUT of your memoirs entirely. I listened so fast I started thinking in a British accent. And I am ready to camp under the stars in Botswana-r. Lastly I will say is that the Brits do nicknames wayyyyyyy better than we do (haz, henners, spike, et) and my main take away is that I would like to up my nickname game. Show more",4,For LUCYA very fun LISTEN listening I think is crucial that I couldnt put downNo updated thoughts on the monarchy but who wants another persons opinion on that anyway Definitely very petty and I wouldnt have advised anyone to put some of that in writing but cant say I didnt enjoy it To my friends and family please leave me OUT of your memoirs entirely I listened so fast I started thinking in a British accent And I am ready to camp under the stars in Botswanar Lastly I will say is that the Brits do nicknames wayyyyyyy better than we do haz henners spike et and my main take away is that I would like to up my nickname game Show more
Rating 4 out of 5,"4 ⭐️. Wow. I was expecting some royal tea and anonymous names being thrown around, but the amount of legit tea and real names in this book threw me for a loop! I’m not going to lie, the middle of the book, specifically about Harry’s military career, was quite boring. I had to force myself to care about planes and tanks and guns. But I still enjoyed this book. And his love for his wife is so cute 🥰. Show more",4,4  Wow I was expecting some royal tea and anonymous names being thrown around but the amount of legit tea and real names in this book threw me for a loop Im not going to lie the middle of the book specifically about Harrys military career was quite boring I had to force myself to care about planes and tanks and guns But I still enjoyed this book And his love for his wife is so cute  Show more
Rating 3 out of 5,"I really enjoyed the Netflix series, but this memoir was a bit dull. Harry has been absolutely hounded by the press, who have made his life almost unbearable at many times. I can certainly understand his grief with them and also with many members of his family and the Royal bureaucracy. Hopefully this book was therapy for him. One hopes that he and his wife can find a way to settle into a completely different life now and find some solid happiness.Show more",3,I really enjoyed the Netflix series but this memoir was a bit dull Harry has been absolutely hounded by the press who have made his life almost unbearable at many times I can certainly understand his grief with them and also with many members of his family and the Royal bureaucracy Hopefully this book was therapy for him One hopes that he and his wife can find a way to settle into a completely different life now and find some solid happinessShow more
Rating 5 out of 5,"This was ghost-written by the same guy who ghost-wrote Open. If you loved Open, you'll love Spare. It is just as amazing! I listened to this book and Prince Harry does an awesome job reading. He was animated (but not too much so), well paced, and his accent is dreamy! In Spare, Prince Harry is candid and interesting. His life and Spare is one worth listening to; there are lessons for us all. Show more",5,This was ghostwritten by the same guy who ghostwrote Open If you loved Open youll love Spare It is just as amazing I listened to this book and Prince Harry does an awesome job reading He was animated but not too much so well paced and his accent is dreamy In Spare Prince Harry is candid and interesting His life and Spare is one worth listening to there are lessons for us all Show more
Rating 5 out of 5,"First, this is a 5 star read mainly for the fact of those who rated this 1 star before it was even published or read it.This is not a tell all about the royal family. This is the life of boy who lost his mother tragically and had difficulty coping with that loss. Its about a boy whose every move was scrutinized and magnified by the media. This is a story about a man who is trying to find his path in this world. This is a story about a man who fell in love and had to protect his family from the insane British paparazzi without the help of his family and had to go to another country to try to live their life. I could not imagine having to deal with all the things Prince Harry has had to. The Royal Family seems very twisted in their thinking and being stuck in the past. All it is is a false image that they want people to think. They should be more concerned about being their for each other and being a family instead of being more concerned about their image and if someone is “better liked” in the media than others. No matter who you believe or what “side” you are on this is an eye opening story about the media and what poison they can be to people who are in the public eye. Show more",5,First this is a 5 star read mainly for the fact of those who rated this 1 star before it was even published or read itThis is not a tell all about the royal family This is the life of boy who lost his mother tragically and had difficulty coping with that loss Its about a boy whose every move was scrutinized and magnified by the media This is a story about a man who is trying to find his path in this world This is a story about a man who fell in love and had to protect his family from the insane British paparazzi without the help of his family and had to go to another country to try to live their life I could not imagine having to deal with all the things Prince Harry has had to The Royal Family seems very twisted in their thinking and being stuck in the past All it is is a false image that they want people to think They should be more concerned about being their for each other and being a family instead of being more concerned about their image and if someone is better liked in the media than others No matter who you believe or what side you are on this is an eye opening story about the media and what poison they can be to people who are in the public eye Show more
Rating 5 out of 5,you know what I loved it and I’m not embarrassed about it ,5,you know what I loved it and Im not embarrassed about it
Rating 3 out of 5,"This is one of those books where I have such different emotions during different parts of the story. For example - heartbroken for young Harry when his mother dies tragically, respect for him when he creates the Invictus Games for wounded soldiers, annoyance when he bashes his family for perceived wrongs yet wants everyone to forget about public mistakes he has made. I truly hope he finds a way to rebuild his relationship with his father and brother. Seriously, his father calls him ""Darling Boy"" and loves when he writes him letters - there is love there. In the end, it all balances out to 3 stars for me and the hope that Harry and his wife and children find peace.Show more",3,This is one of those books where I have such different emotions during different parts of the story For example  heartbroken for young Harry when his mother dies tragically respect for him when he creates the Invictus Games for wounded soldiers annoyance when he bashes his family for perceived wrongs yet wants everyone to forget about public mistakes he has made I truly hope he finds a way to rebuild his relationship with his father and brother Seriously his father calls him Darling Boy and loves when he writes him letters  there is love there In the end it all balances out to 3 stars for me and the hope that Harry and his wife and children find peaceShow more
Rating 1 out of 5,"I so badly wanted to like this but Jesus Christ What a fucking SLOG. Terribly written, not down to earth at all, super fucking boring. I am so glad I’m done with this dribble.",1,I so badly wanted to like this but Jesus Christ What a fucking SLOG Terribly written not down to earth at all super fucking boring I am so glad Im done with this dribble
Rating 5 out of 5,I fully expected after all the press about the book to think the book a let down but found while listening to the book on audible that the quotes in context with the dialogue are far less shocking I’m saddened at the attitude Harry has with his brother and Kate whom I have a lot of time for I think a lot of communication errors have hindered their relationship but think that Harry has deeply held psychological trauma but after all he and Meghan have been through both in their younger days and since they have started out on their own that’s hardly surprising I have little sympathy for Charles and camilla but did love the queen and think will is very like his mum and us just as protective of his Kate and their children as Harry is with meghan and his beautiful children The narrative is well written and I think that listening to it in Harry’s own voice was far superior than just reading the text but that’s a personal opinion Overall a interesting read and does lead to a better understanding of a troubled young man who grows into a loving husband and father Show more,5,I fully expected after all the press about the book to think the book a let down but found while listening to the book on audible that the quotes in context with the dialogue are far less shocking Im saddened at the attitude Harry has with his brother and Kate whom I have a lot of time for I think a lot of communication errors have hindered their relationship but think that Harry has deeply held psychological trauma but after all he and Meghan have been through both in their younger days and since they have started out on their own thats hardly surprising I have little sympathy for Charles and camilla but did love the queen and think will is very like his mum and us just as protective of his Kate and their children as Harry is with meghan and his beautiful children The narrative is well written and I think that listening to it in Harrys own voice was far superior than just reading the text but thats a personal opinion Overall a interesting read and does lead to a better understanding of a troubled young man who grows into a loving husband and father Show more
Rating 3 out of 5,"I absolutely believe that this is how Harry sees these interactions with his family, and I’m disappointed that we’ll probably never hear the interpretations from the other side. ",3,I absolutely believe that this is how Harry sees these interactions with his family and Im disappointed that well probably never hear the interpretations from the other side
Rating 1 out of 5,"Got the audio copy.I expected to hear about the family clashes and I did expect for the curtain to be pulled back on how things work in the foldI enjoyed the honesty of some of his mistakes made at young age but then the book made a U turn.He was mocking everyone and revealing very private details . I won't say to give others a chance, but the book should be retitled as ""Angry spare""Show more",1,Got the audio copyI expected to hear about the family clashes and I did expect for the curtain to be pulled back on how things work in the foldI enjoyed the honesty of some of his mistakes made at young age but then the book made a U turnHe was mocking everyone and revealing very private details  I wont say to give others a chance but the book should be retitled as Angry spareShow more
